datahora,country,estado,municipio,bioma,Latitude,Longitude
9/6/20,Brasil,MATO GROSSO,SANTA TEREZINHA,Cerrado,-10.459,-50.767
9/6/20,Brasil,PARA,SAO JOAO DO ARAGUAIA,Amazonia,-5.401,-48.746
9/6/20,Brasil,PARA,SAO JOAO DO ARAGUAIA,Amazonia,-5.394,-48.698
9/6/20,Brasil,MATO GROSSO,SANTA TEREZINHA,Cerrado,-10.466,-50.737
9/6/20,Brasil,MATO GROSSO,SANTA TEREZINHA,Cerrado,-10.661,-50.655
9/6/20,Brasil,MATO GROSSO,SANTA TEREZINHA,Cerrado,-10.663,-50.663
9/6/20,Brasil,MATO GROSSO,SANTA TEREZINHA,Cerrado,-10.744,-50.938
9/6/20,Brasil,PARA,SAO JOAO DO ARAGUAIA,Amazonia,-5.4,-48.737
9/6/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-10.756,-50.937
9/6/20,Brasil,PARA,BOM JESUS DO TOCANTINS,Amazonia,-5.177,-48.972
9/6/20,Brasil,PARA,ITUPIRANGA,Amazonia,-5.204,-49.372
9/6/20,Brasil,MATO GROSSO,VILA RICA,Amazonia,-9.873,-51.644
9/6/20,Brasil,MATO GROSSO,VILA RICA,Amazonia,-9.877,-51.634
9/6/20,Brasil,MATO GROSSO,VILA RICA,Amazonia,-9.879,-51.651
9/6/20,Brasil,MATO GROSSO,VILA RICA,Amazonia,-9.885,-51.643
9/6/20,Brasil,MATO GROSSO,VILA RICA,Amazonia,-9.897,-51.641
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.087,-50.996
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.674,-52.149
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.904,-52.231
9/6/20,Brasil,PARA,SANTA MARIA DAS BARREIRAS,Amazonia,-8.356,-50.87
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.94,-51.485
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.426,-48.527
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.433,-48.506
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.929,-51.477
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.938,-51.469
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.434,-48.516
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.941,-51.476
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.902,-52.223
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.942,-51.501
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.902,-52.216
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.943,-51.491
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.949,-51.468
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.953,-51.499
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.951,-51.483
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.961,-51.466
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.814,-51.68
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.975,-51.48
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.812,-51.667
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.977,-51.496
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.765,-52.218
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.986,-51.479
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.763,-52.203
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-8.988,-51.494
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.009,-51.475
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.017,-51.469
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.011,-51.491
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.013,-51.507
9/6/20,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,-5.662,-51.351
9/6/20,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,-5.285,-51.278
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.019,-51.485
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.021,-51.474
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.023,-51.489
9/6/20,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,-5.647,-51.244
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.024,-51.437
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.026,-51.452
9/6/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-9.028,-51.468
9/6/20,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,-5.283,-51.265
9/6/20,Brasil,MATO GROSSO,SINOP,Amazonia,-11.353,-55.642
9/6/20,Brasil,MATO GROSSO,SINOP,Amazonia,-11.354,-55.602
9/6/20,Brasil,MATO GROSSO,SINOP,Amazonia,-11.365,-55.604
9/6/20,Brasil,MATO GROSSO,SINOP,Amazonia,-11.358,-55.637
9/6/20,Brasil,MATO GROSSO,NOVO MUNDO,Amazonia,-10.103,-55.209
9/6/20,Brasil,MARANHAO,BALSAS,Cerrado,-7.565,-45.86
9/6/20,Brasil,MARANHAO,BALSAS,Cerrado,-7.566,-45.869
9/6/20,Brasil,MARANHAO,BALSAS,Cerrado,-7.571,-45.84
9/6/20,Brasil,MATO GROSSO,NOVO MUNDO,Amazonia,-9.736,-55.124
9/6/20,Brasil,MARANHAO,BALSAS,Cerrado,-7.573,-45.849
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.106,-54.778
9/6/20,Brasil,MARANHAO,BALSAS,Cerrado,-7.574,-45.859
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.234,-46.305
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.106,-54.785
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.109,-54.805
9/6/20,Brasil,MARANHAO,NOVA COLINAS,Cerrado,-7.258,-46.283
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.483,-46.441
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.109,-54.812
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.646,-46.68
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.648,-46.689
9/6/20,Brasil,PARA,MEDICILANDIA,Amazonia,-3.007,-53.742
9/6/20,Brasil,PARA,MEDICILANDIA,Amazonia,-3.011,-53.754
9/6/20,Brasil,PARA,SANTAREM,Amazonia,-3.03,-54.089
9/6/20,Brasil,PARA,PLACAS,Amazonia,-3.573,-54.601
9/6/20,Brasil,PARA,PLACAS,Amazonia,-3.576,-54.624
9/6/20,Brasil,PARA,URUARA,Amazonia,-3.584,-54.223
9/6/20,Brasil,PARA,URUARA,Amazonia,-3.587,-54.244
9/6/20,Brasil,PARA,PLACAS,Amazonia,-3.612,-54.524
9/6/20,Brasil,PARA,PLACAS,Amazonia,-3.609,-54.502
9/6/20,Brasil,PARA,MONTE ALEGRE,Amazonia,-1.27,-54.216
9/6/20,Brasil,PARA,MONTE ALEGRE,Amazonia,-1.271,-54.209
9/6/20,Brasil,PARA,PAU D'ARCO,Amazonia,-7.818,-49.987
9/6/20,Brasil,PARA,PAU D'ARCO,Amazonia,-7.821,-50.01
9/6/20,Brasil,PARA,PAU D'ARCO,Amazonia,-7.822,-50.005
9/6/20,Brasil,PARA,PAU D'ARCO,Amazonia,-7.865,-49.873
9/6/20,Brasil,PARA,PAU D'ARCO,Amazonia,-7.823,-50.016
9/6/20,Brasil,TOCANTINS,XAMBIOA,Cerrado,-6.841,-48.395
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.906,-49.131
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.907,-49.141
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.911,-49.099
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.912,-49.109
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.914,-49.119
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.922,-49.108
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.915,-49.13
9/6/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.917,-49.14
9/6/20,Brasil,PARA,RIO MARIA,Amazonia,-7.075,-49.259
9/6/20,Brasil,TOCANTINS,ANANAS,Amazonia,-6.304,-48.174
9/6/20,Brasil,TOCANTINS,ANANAS,Amazonia,-6.313,-48.173
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.417,-48.505
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.418,-48.514
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.422,-48.498
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.419,-48.524
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.423,-48.508
9/6/20,Brasil,TOCANTINS,XAMBIOA,Amazonia,-6.425,-48.517
9/6/20,Brasil,PARA,ABEL FIGUEIREDO,Amazonia,-4.946,-48.46
9/6/20,Brasil,PARA,ABEL FIGUEIREDO,Amazonia,-4.948,-48.47
9/6/20,Brasil,PARA,GARRAFAO DO NORTE,Amazonia,-1.982,-47.029
9/6/20,Brasil,PARA,BREU BRANCO,Amazonia,-3.556,-49.034
9/6/20,Brasil,PARA,BREU BRANCO,Amazonia,-3.557,-49.043
9/6/20,Brasil,PARA,PARAGOMINAS,Amazonia,-3.779,-48.074
9/6/20,Brasil,PARA,TOME-ACU,Amazonia,-2.287,-48.194
9/6/20,Brasil,PARA,TOME-ACU,Amazonia,-2.234,-48.138
9/6/20,Brasil,PARA,BRAGANCA,Amazonia,-1.21,-46.651
9/6/20,Brasil,PARA,TOME-ACU,Amazonia,-2.286,-48.185
9/6/20,Brasil,PARA,PARAGOMINAS,Amazonia,-3.22,-47.383
9/6/20,Brasil,MARANHAO,ACAILANDIA,Amazonia,-4.968,-47.506
9/6/20,Brasil,PARA,AURORA DO PARA,Amazonia,-2.289,-48.011
9/6/20,Brasil,PARA,ACARA,Amazonia,-2.296,-48.449
9/6/20,Brasil,PARA,PARAGOMINAS,Amazonia,-2.733,-46.684
9/6/20,Brasil,MARANHAO,CENTRO NOVO DO MARANHAO,Amazonia,-3.183,-46.606
9/6/20,Brasil,PARA,ACARA,Amazonia,-2.298,-48.458
9/6/20,Brasil,PARA,IPIXUNA DO PARA,Amazonia,-2.343,-47.689
9/6/20,Brasil,PARA,ULIANOPOLIS,Amazonia,-3.731,-47.162
9/6/20,Brasil,PARA,TAILANDIA,Amazonia,-2.684,-48.59
9/6/20,Brasil,PARA,DOM ELISEU,Amazonia,-4.232,-47.633
9/6/20,Brasil,PARA,TOME-ACU,Amazonia,-2.588,-48.114
9/6/20,Brasil,PARA,DOM ELISEU,Amazonia,-4.238,-47.614
9/6/20,Brasil,PARA,TAILANDIA,Amazonia,-2.686,-48.599
9/6/20,Brasil,PARA,TAILANDIA,Amazonia,-3.123,-48.633
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-4.085,-52.134
9/6/20,Brasil,PARA,ANAPU,Amazonia,-3.018,-51.32
9/6/20,Brasil,PARA,DOM ELISEU,Amazonia,-4.231,-47.624
9/6/20,Brasil,PARA,DOM ELISEU,Amazonia,-4.229,-47.616
9/6/20,Brasil,PARA,ANAPU,Amazonia,-3.08,-51.684
9/6/20,Brasil,PARA,ANAPU,Amazonia,-3.151,-51.339
9/6/20,Brasil,MARANHAO,BURITICUPU,Amazonia,-4.378,-46.346
9/6/20,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,-3.525,-51.738
9/6/20,Brasil,PARA,ANAPU,Amazonia,-3.504,-51.24
9/6/20,Brasil,MARANHAO,BURITICUPU,Amazonia,-4.379,-46.356
9/6/20,Brasil,PARA,ANAPU,Amazonia,-3.506,-51.252
9/6/20,Brasil,PARA,MELGACO,Amazonia,-1.354,-51.253
9/6/20,Brasil,PARA,GURUPA,Amazonia,-1.509,-51.762
9/6/20,Brasil,PARA,GURUPA,Amazonia,-1.511,-51.774
9/6/20,Brasil,MARANHAO,AMARANTE DO MARANHAO,Amazonia,-5.058,-46.596
9/6/20,Brasil,MARANHAO,BURITICUPU,Amazonia,-4.31,-46.325
9/6/20,Brasil,PARA,GURUPA,Amazonia,-1.565,-51.585
9/6/20,Brasil,MARANHAO,BURITICUPU,Amazonia,-4.312,-46.335
9/6/20,Brasil,PARA,GURUPA,Amazonia,-1.575,-51.584
9/6/20,Brasil,MARANHAO,ACAILANDIA,Amazonia,-4.47,-46.981
9/6/20,Brasil,PARA,BREVES,Amazonia,-1.331,-50.314
9/6/20,Brasil,PARA,GURUPA,Amazonia,-1.577,-51.596
9/6/20,Brasil,MARANHAO,AMARANTE DO MARANHAO,Amazonia,-5.056,-46.587
9/6/20,Brasil,PARA,BREVES,Amazonia,-1.632,-50.421
9/6/20,Brasil,PARA,PORTEL,Amazonia,-2.198,-50.585
9/6/20,Brasil,PARA,ALENQUER,Amazonia,-1.731,-54.889
9/6/20,Brasil,PARA,ALENQUER,Amazonia,-1.781,-54.789
9/6/20,Brasil,PARA,ALENQUER,Amazonia,-1.786,-54.793
9/6/20,Brasil,PARA,MONTE ALEGRE,Amazonia,-1.273,-54.227
9/6/20,Brasil,MATO GROSSO,CUIABA,Cerrado,-15.21,-56.021
9/6/20,Brasil,MATO GROSSO,CUIABA,Cerrado,-15.212,-56.025
9/6/20,Brasil,MATO GROSSO,CUIABA,Cerrado,-15.559,-55.92
9/6/20,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,-15.943,-55.994
9/6/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-10.884,-53.768
9/6/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-10.887,-53.761
9/6/20,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,-10.853,-53.023
9/6/20,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,-10.863,-53.039
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.655,-46.679
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.657,-46.688
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.116,-55.098
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.663,-46.668
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.664,-46.677
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.113,-55.091
9/6/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.666,-46.686
9/6/20,Brasil,MARANHAO,BALSAS,Cerrado,-7.85,-46.236
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-8.166,-55.488
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-8.176,-55.479
9/6/20,Brasil,MARANHAO,FORTALEZA DOS NOGUEIRAS,Cerrado,-6.699,-45.912
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.707,-45.52
9/6/20,Brasil,MARANHAO,FORTALEZA DOS NOGUEIRAS,Cerrado,-6.709,-45.92
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-8.182,-55.486
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.233,-54.951
9/6/20,Brasil,MARANHAO,SAO PEDRO DOS CRENTES,Cerrado,-6.85,-46.383
9/6/20,Brasil,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,Cerrado,-6.901,-45.594
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.258,-54.915
9/6/20,Brasil,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,Cerrado,-6.903,-45.603
9/6/20,Brasil,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,Cerrado,-6.963,-45.713
9/6/20,Brasil,MARANHAO,SAMBAIBA,Cerrado,-6.973,-45.395
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.26,-54.922
9/6/20,Brasil,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,Cerrado,-7.001,-45.716
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.275,-54.8
9/6/20,Brasil,MARANHAO,FEIRA NOVA DO MARANHAO,Cerrado,-7.077,-46.561
9/6/20,Brasil,MARANHAO,FEIRA NOVA DO MARANHAO,Cerrado,-7.081,-46.524
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.262,-54.943
9/6/20,Brasil,MARANHAO,FEIRA NOVA DO MARANHAO,Cerrado,-7.082,-46.533
9/6/20,Brasil,MARANHAO,FEIRA NOVA DO MARANHAO,Cerrado,-7.085,-46.551
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.275,-54.807
9/6/20,Brasil,MARANHAO,FEIRA NOVA DO MARANHAO,Cerrado,-7.134,-46.7
9/6/20,Brasil,MARANHAO,FEIRA NOVA DO MARANHAO,Cerrado,-7.135,-46.709
9/6/20,Brasil,MARANHAO,SAMBAIBA,Cerrado,-7.142,-45.415
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-8.349,-54.791
9/6/20,Brasil,MARANHAO,SITIO NOVO,Cerrado,-6.195,-46.504
9/6/20,Brasil,PARA,JACAREACANGA,Amazonia,-9.218,-56.49
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.209,-45.333
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.211,-45.342
9/6/20,Brasil,PARA,JACAREACANGA,Amazonia,-9.232,-56.496
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.248,-55.059
9/6/20,Brasil,PARA,JACAREACANGA,Amazonia,-9.215,-56.498
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.219,-45.095
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.229,-45.224
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.23,-45.408
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.237,-45.213
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.238,-45.223
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-6.286,-45.862
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.326,-45.688
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.26,-55.029
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.327,-45.697
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.36,-45.538
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.28,-55.412
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.361,-45.548
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.366,-45.532
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.375,-45.53
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.311,-54.961
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.4,-45.507
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.401,-45.517
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.409,-45.506
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.463,-54.963
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.465,-54.985
9/6/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.411,-45.515
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.459,-45.404
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.467,-54.99
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.509,-45.254
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.51,-45.263
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.517,-45.243
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.478,-54.961
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.518,-45.252
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.482,-54.987
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.52,-45.262
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.526,-45.241
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.48,-54.983
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.527,-45.251
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.529,-45.261
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.496,-55.217
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.535,-45.24
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.537,-45.25
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.543,-45.229
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.497,-55.241
9/6/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.545,-45.239
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.5,-55.246
9/6/20,Brasil,MARANHAO,ITAIPAVA DO GRAJAU,Cerrado,-5.329,-45.931
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.34,-45.747
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.521,-54.95
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.623,-55.398
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.341,-45.757
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.342,-45.699
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.626,-55.429
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.426,-45.699
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.427,-45.708
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.428,-45.157
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.462,-45.886
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.631,-55.435
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.471,-45.818
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.48,-45.705
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.627,-55.405
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.512,-45.534
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.521,-45.533
9/6/20,Brasil,PARA,NOVO PROGRESSO,Amazonia,-7.659,-55.091
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.548,-45.656
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.555,-45.648
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.557,-45.658
9/6/20,Brasil,PARA,ALTAMIRA,Amazonia,-7.77,-54.762
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.574,-46.223
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.613,-45.659
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.604,-45.66
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.605,-45.67
9/6/20,Brasil,MARANHAO,JENIPAPO DOS VIEIRAS,Cerrado,-5.615,-45.669
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.641,-45.848
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.65,-45.846
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.68,-45.182
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.681,-45.192
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.702,-45.329
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.699,-45.309
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.708,-45.308
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.768,-46.098
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.782,-45.191
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.789,-46.114
9/6/20,Brasil,MARANHAO,BARRA DO CORDA,Cerrado,-5.79,-45.18
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.871,-45.919
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.899,-45.599
9/6/20,Brasil,MARANHAO,GRAJAU,Cerrado,-5.903,-45.627
9/6/20,Brasil,MATO GROSSO,CHAPADA DOS GUIMARAES,Cerrado,-14.613,-55.444
9/6/20,Brasil,MATO GROSSO,NOVA BRASILANDIA,Cerrado,-14.618,-55.325
9/6/20,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,-10.856,-53.045
9/6/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-10.881,-53.743
9/6/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-10.884,-53.736
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.478,-55.503
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.488,-55.47
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.474,-55.464
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.471,-55.472
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.55,-55.329
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.501,-55.429
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.564,-55.331
9/6/20,Brasil,MATO GROSSO,ROSARIO OESTE,Cerrado,-14.567,-55.327
9/6/20,Brasil,MATO GROSSO,SAO JOSE DO XINGU,Amazonia,-10.723,-53.046
9/6/20,Brasil,AMAZONAS,BARREIRINHA,Amazonia,-3.485,-56.938
9/6/20,Brasil,MARANHAO,BENEDITO LEITE,Cerrado,-6.99,-44.384
9/6/20,Brasil,MATO GROSSO,ALTA FLORESTA,Amazonia,-10.35,-56.785
9/6/20,Brasil,MARANHAO,BENEDITO LEITE,Cerrado,-6.992,-44.395
9/6/20,Brasil,MARANHAO,LORETO,Cerrado,-7.009,-45.197
9/6/20,Brasil,PARA,JACAREACANGA,Amazonia,-9.222,-56.529
9/6/20,Brasil,PARA,JACAREACANGA,Amazonia,-7.262,-57.179
9/6/20,Brasil,MARANHAO,LORETO,Cerrado,-7.018,-45.195
9/6/20,Brasil,MARANHAO,BENEDITO LEITE,Cerrado,-7.052,-44.443
