datahora,country,estado,municipio,bioma,Latitude,Longitude
7/2/20,Brasil,TOCANTINS,PIUM,Cerrado,-10.427,-49.882
7/2/20,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,-4.731,-49.814
7/2/20,Brasil,PARA,RONDON DO PARA,Amazonia,-4.63,-48.281
7/2/20,Brasil,PARA,RONDON DO PARA,Amazonia,-4.632,-48.291
7/2/20,Brasil,MARANHAO,LAGO DA PEDRA,Cerrado,-4.739,-45.252
7/2/20,Brasil,PARA,ITUPIRANGA,Amazonia,-5.072,-50.458
7/2/20,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,-5.638,-51.589
7/2/20,Brasil,MARANHAO,FERNANDO FALCAO,Cerrado,-6.128,-45.035
7/2/20,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,-6.243,-52.77
7/2/20,Brasil,PARA,AGUA AZUL DO NORTE,Amazonia,-6.6,-50.589
7/2/20,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,-6.292,-52.318
7/2/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.661,-45.366
7/2/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.663,-45.38
7/2/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.672,-45.364
7/2/20,Brasil,MARANHAO,MIRADOR,Cerrado,-6.674,-45.379
7/2/20,Brasil,TOCANTINS,SANTA FE DO ARAGUAIA,Amazonia,-6.946,-49.085
7/2/20,Brasil,MARANHAO,SAMBAIBA,Cerrado,-7.081,-45.398
7/2/20,Brasil,MARANHAO,SAO FELIX DE BALSAS,Cerrado,-7.432,-45.068
7/2/20,Brasil,MARANHAO,BALSAS,Cerrado,-7.671,-46.31
7/2/20,Brasil,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,Cerrado,-7.257,-45.729
7/2/20,Brasil,MARANHAO,SAMBAIBA,Cerrado,-7.092,-45.396
7/2/20,Brasil,TOCANTINS,GOIATINS,Cerrado,-7.73,-47.455
7/2/20,Brasil,TOCANTINS,GOIATINS,Cerrado,-7.739,-47.454
7/2/20,Brasil,MARANHAO,CAROLINA,Cerrado,-7.743,-46.981
7/2/20,Brasil,PARA,CUMARU DO NORTE,Amazonia,-7.811,-50.764
7/2/20,Brasil,TOCANTINS,RIO SONO,Cerrado,-9.632,-47.437
7/2/20,Brasil,TOCANTINS,TOCANTINIA,Cerrado,-9.642,-48.132
7/2/20,Brasil,MATO GROSSO,PEIXOTO DE AZEVEDO,Amazonia,-10.464,-53.549
7/2/20,Brasil,TOCANTINS,ITAPORA DO TOCANTINS,Amazonia,-8.382,-48.708
7/2/20,Brasil,MATO GROSSO,CONFRESA,Amazonia,-10.652,-51.587
7/2/20,Brasil,TOCANTINS,PIUM,Cerrado,-10.486,-50.175
7/2/20,Brasil,TOCANTINS,CRISTALANDIA,Cerrado,-10.524,-49.399
7/2/20,Brasil,TOCANTINS,PIUM,Cerrado,-10.488,-50.184
7/2/20,Brasil,TOCANTINS,PIUM,Cerrado,-10.512,-50.162
7/2/20,Brasil,MATO GROSSO,CONFRESA,Amazonia,-10.654,-51.598
7/2/20,Brasil,MATO GROSSO,CONFRESA,Amazonia,-10.662,-51.586
7/2/20,Brasil,MATO GROSSO,CONFRESA,Amazonia,-10.663,-51.596
7/2/20,Brasil,MATO GROSSO,PORTO ALEGRE DO NORTE,Amazonia,-10.677,-52.078
7/2/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-10.71,-54.48
7/2/20,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,-10.784,-50.528
7/2/20,Brasil,MATO GROSSO,PORTO ALEGRE DO NORTE,Amazonia,-10.733,-52.041
7/2/20,Brasil,TOCANTINS,PORTO NACIONAL,Cerrado,-10.836,-48.689
7/2/20,Brasil,TOCANTINS,PONTE ALTA DO TOCANTINS,Cerrado,-10.906,-46.859
7/2/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-10.981,-51.23
7/2/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.047,-50.694
7/2/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.049,-50.704
7/2/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.129,-50.97
7/2/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-11.066,-54.061
7/2/20,Brasil,TOCANTINS,DUERE,Cerrado,-11.277,-49.645
7/2/20,Brasil,TOCANTINS,DUERE,Cerrado,-11.278,-49.655
7/2/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.287,-50.782
7/2/20,Brasil,MATO GROSSO,LUCIARA,Cerrado,-11.288,-50.792
7/2/20,Brasil,TOCANTINS,SANTA ROSA DO TOCANTINS,Cerrado,-11.325,-47.931
7/2/20,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,-11.352,-50.243
7/2/20,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,-11.361,-50.242
7/2/20,Brasil,TOCANTINS,LAGOA DA CONFUSAO,Cerrado,-11.353,-50.253
7/2/20,Brasil,TOCANTINS,PORTO ALEGRE DO TOCANTINS,Cerrado,-11.458,-47.045
7/2/20,Brasil,TOCANTINS,DIANOPOLIS,Cerrado,-11.465,-46.702
7/2/20,Brasil,TOCANTINS,DIANOPOLIS,Cerrado,-11.554,-46.618
7/2/20,Brasil,TOCANTINS,SAO VALERIO,Cerrado,-11.587,-48.342
7/2/20,Brasil,TOCANTINS,SAO VALERIO,Cerrado,-11.589,-48.351
7/2/20,Brasil,TOCANTINS,SAO VALERIO,Cerrado,-11.598,-48.349
7/2/20,Brasil,TOCANTINS,SAO VALERIO,Cerrado,-11.596,-48.34
7/2/20,Brasil,TOCANTINS,DUERE,Cerrado,-11.605,-49.305
7/2/20,Brasil,TOCANTINS,CARIRI DO TOCANTINS,Cerrado,-11.834,-49.231
7/2/20,Brasil,MATO GROSSO,NOVA CANAA DO NORTE,Amazonia,-10.915,-56.094
7/2/20,Brasil,MATO GROSSO,ALTO BOA VISTA,Cerrado,-11.872,-51.712
7/2/20,Brasil,MATO GROSSO,ALTO BOA VISTA,Cerrado,-11.88,-51.7
7/2/20,Brasil,MATO GROSSO,ALTO BOA VISTA,Amazonia,-11.882,-51.711
7/2/20,Brasil,PARA,FARO,Amazonia,-2.052,-56.655
7/2/20,Brasil,PARA,PORTEL,Amazonia,-2.23,-50.728
7/2/20,Brasil,PARA,JURUTI,Amazonia,-2.266,-55.841
7/2/20,Brasil,PARA,TOME-ACU,Amazonia,-2.449,-48.104
7/2/20,Brasil,PARA,MOJU,Amazonia,-2.457,-49.166
7/2/20,Brasil,PARA,MOJU,Amazonia,-2.458,-49.175
7/2/20,Brasil,PARA,MOCAJUBA,Amazonia,-2.528,-49.344
7/2/20,Brasil,PARA,MOJU,Amazonia,-2.531,-49.099
7/2/20,Brasil,PARA,MOJU,Amazonia,-2.529,-49.089
7/2/20,Brasil,PARA,MOCAJUBA,Amazonia,-2.529,-49.353
7/2/20,Brasil,PARA,MOJU,Amazonia,-2.555,-49.03
7/2/20,Brasil,PARA,MOCAJUBA,Amazonia,-2.558,-49.359
7/2/20,Brasil,PARA,BAGRE,Amazonia,-2.586,-50.134
7/2/20,Brasil,PARA,NOVA ESPERANCA DO PIRIA,Amazonia,-2.617,-47.289
7/2/20,Brasil,PARA,URUARA,Amazonia,-2.953,-53.985
7/2/20,Brasil,PARA,MOJU,Amazonia,-2.679,-49.115
7/2/20,Brasil,MARANHAO,PEDRO DO ROSARIO,Amazonia,-3.116,-45.323
7/2/20,Brasil,PARA,PARAGOMINAS,Amazonia,-3.354,-48.204
7/2/20,Brasil,PARA,OBIDOS,Amazonia,-1.609,-55.572
7/2/20,Brasil,PARA,ACARA,Amazonia,-1.646,-48.342
7/2/20,Brasil,PARA,ORIXIMINA,Amazonia,-1.671,-55.689
7/2/20,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,-1.736,-47.626
7/2/20,Brasil,PARA,MONTE ALEGRE,Amazonia,-1.853,-54.074
7/2/20,Brasil,PARA,OBIDOS,Amazonia,-1.856,-55.378
7/2/20,Brasil,PARA,MONTE ALEGRE,Amazonia,-1.861,-54.062
7/2/20,Brasil,PARA,MONTE ALEGRE,Amazonia,-1.863,-54.073
7/2/20,Brasil,PARA,ANAPU,Amazonia,-3.795,-51.437
7/2/20,Brasil,PARA,DOM ELISEU,Amazonia,-4.123,-48.294
7/2/20,Brasil,PARA,DOM ELISEU,Amazonia,-4.237,-47.817
7/2/20,Brasil,PARA,BREVES,Amazonia,-1.004,-50.656
7/2/20,Brasil,PARA,SAO MIGUEL DO GUAMA,Amazonia,-1.553,-47.556
7/2/20,Brasil,PARA,CURRALINHO,Amazonia,-1.566,-49.829
7/2/20,Brasil,PARA,ALMEIRIM,Amazonia,-1.607,-53.135
7/2/20,Brasil,PARA,CURRALINHO,Amazonia,-1.568,-49.838
7/2/20,Brasil,ACRE,TARAUACA,Amazonia,-8.375,-71.031
7/2/20,Brasil,AMAZONAS,GUAJARA,Amazonia,-7.443,-72.722
7/3/20,Brasil,MARANHAO,BOM JARDIM,Amazonia,-4.163,-46.9
7/3/20,Brasil,MARANHAO,BOM JESUS DAS SELVAS,Amazonia,-4.803,-46.809
7/3/20,Brasil,MARANHAO,BOM JESUS DAS SELVAS,Amazonia,-4.803,-46.813
7/3/20,Brasil,MARANHAO,BOM JESUS DAS SELVAS,Amazonia,-4.809,-46.85
7/3/20,Brasil,MARANHAO,BOM JESUS DAS SELVAS,Amazonia,-4.809,-46.854
7/3/20,Brasil,MARANHAO,PASTOS BONS,Cerrado,-6.689,-44.406
7/3/20,Brasil,MARANHAO,PASTOS BONS,Cerrado,-6.691,-44.41
7/3/20,Brasil,MARANHAO,PASTOS BONS,Cerrado,-6.693,-44.435
7/3/20,Brasil,MARANHAO,PASTOS BONS,Cerrado,-6.695,-44.439
7/3/20,Brasil,MARANHAO,RIACHAO,Cerrado,-7.884,-46.472
7/3/20,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,-16.398,-55.743
7/3/20,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,-16.602,-55.033
7/3/20,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,-16.604,-55.046
7/3/20,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,-16.612,-55.037
7/3/20,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,-16.614,-55.044
7/3/20,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,-16.663,-55.68
7/3/20,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Cerrado,-16.61,-55.025
7/3/20,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Cerrado,-16.612,-55.031
