datahora,country,estado,municipio,bioma,Latitude,Longitude
8/1/20,Brasil,PARA,BREU BRANCO,Amazonia,-3.43,-49.257
8/1/20,Brasil,PARA,BREU BRANCO,Amazonia,-3.431,-49.265
8/1/20,Brasil,AMAZONAS,MANAQUIRI,Amazonia,-3.509,-60.433
8/1/20,Brasil,PARA,URUARA,Amazonia,-3.51,-53.577
8/1/20,Brasil,AMAZONAS,ITACOATIARA,Amazonia,-3.524,-58.652
8/1/20,Brasil,AMAZONAS,ITACOATIARA,Amazonia,-3.526,-58.667
8/1/20,Brasil,AMAZONAS,ITACOATIARA,Amazonia,-3.536,-58.483
8/1/20,Brasil,AMAZONAS,ITACOATIARA,Amazonia,-3.538,-58.665
8/1/20,Brasil,AMAZONAS,ITACOATIARA,Amazonia,-3.536,-58.65
8/1/20,Brasil,AMAZONAS,CAREIRO,Amazonia,-3.543,-60.2
8/1/20,Brasil,AMAZONAS,CAREIRO,Amazonia,-3.543,-60.215
8/1/20,Brasil,AMAZONAS,CAREIRO,Amazonia,-3.546,-60.22
8/1/20,Brasil,AMAZONAS,CAREIRO,Amazonia,-3.546,-60.236
8/1/20,Brasil,AMAZONAS,MANAQUIRI,Amazonia,-3.549,-60.359
8/1/20,Brasil,AMAZONAS,MANAQUIRI,Amazonia,-3.553,-60.364
8/1/20,Brasil,PARA,PLACAS,Amazonia,-3.564,-54.602
8/1/20,Brasil,AMAZONAS,NOVA OLINDA DO NORTE,Amazonia,-3.605,-58.743
8/1/20,Brasil,PARA,PLACAS,Amazonia,-3.565,-54.611
8/1/20,Brasil,PARA,PACAJA,Amazonia,-3.57,-51.14
8/1/20,Brasil,AMAZONAS,NOVA OLINDA DO NORTE,Amazonia,-3.606,-58.734
8/1/20,Brasil,AMAZONAS,NOVA OLINDA DO NORTE,Amazonia,-3.609,-58.749
8/1/20,Brasil,AMAZONAS,MAUES,Amazonia,-3.647,-57.47
8/1/20,Brasil,PARA,PLACAS,Amazonia,-3.666,-54.418
8/1/20,Brasil,PARA,URUARA,Amazonia,-3.678,-54.177
8/1/20,Brasil,PARA,URUARA,Amazonia,-3.677,-54.168
8/1/20,Brasil,PARA,URUARA,Amazonia,-3.685,-54.167
